Year(Release_Date),Genre,Developer,count(*)
2015,Indie,"Koya Game",1
2015,Indie,KPy3O,1
2015,Indie,"Kraftix Games",1
2015,Indie,Krealit,2
2015,Indie,"Kristen Cheely",1
2015,Indie,"Krome Studios",4
2015,Indie,"Kronosaur Productions",2
2015,Indie,Krutovig,1
2015,Indie,"Krzysztof Dycha",1
2015,Indie,Kumobius,1
2015,Indie,"Kunos Simulazioni",3
2015,Indie,"KURONEKO SOFT",1
2015,Indie,"Kursed Studios",1
2015,Indie,"Kurt Lorey",1
2015,Indie,"Kut Stupid",1
2015,Indie,"Kyle Seeley",1
2015,Indie,"Kyy Games",1
2015,Indie,"La Moustache Studio",1
2015,Indie,"Lab Zero Games",3
2015,Indie,Labyrinthine,3
2015,Indie,"Lached Up Games",1
2015,Indie,"Lag Studios",3
2015,Indie,"Lamina Studios",1
2015,Indie,"Lampert & Sons",1
2015,Indie,"Lamplight Studios",2
2015,Indie,"Lance Hill",1
2015,Indie,"Landfall Games",2
2015,Indie,"Landon Podbielski",1
2015,Indie,"Lantana Games",2
2015,Indie,"Larian Studios",1
2015,Indie,"Last Dimension",1
2015,Indie,"Laughing Jackal LTD",1
2015,Indie,"Laura Knetzger",1
2015,Indie,"Lawrence Russell",1
2015,Indie,"Lazy Bum Games",1
2015,Indie,"Lazy Games Studio Ltd",1
2015,Indie,"Lazy Monday Games",1
2015,Indie,Lazyproject,1
2015,Indie,"LDC Studios",1
2015,Indie,"Leafy Games",1
2015,Indie,"League of Geeks",2
2015,Indie,"LearnDistrict Inc.",2
2015,Indie,"Lee Page",1
2015,Indie,LeeTingChou,1
2015,Indie,"Legend Studio",1
2015,Indie,"Leikir Studio",1
2015,Indie,LemonOrange,1
2015,Indie,"Lennie Svensson",1
2015,Indie,"Leslaw Sliwko",2
2015,Indie,"Lesley Dodd",1
2015,Indie,"Leslie Valverde",1
2015,Indie,"Level Eight AB",1
2015,Indie,"Levels or Lives",1
2015,Indie,Licorice,2
2015,Indie,Liens,1
2015,Indie,"LifeSpark Entertainment",2
2015,Indie,"Lighthouse Games Studio",1
2015,Indie,"Lightning Man Media",1
2015,Indie,LightsoutGames,1
2015,Indie,"Lindsay Jorgensen",1
2015,Indie,"Lino Slahuschek",2
2015,Indie,"Lion's Shade",1
2015,Indie,"Liquid Dragon Studios",1
2015,Indie,"LiveItGames LLC",1
2015,Indie,"Loading Home",1
2015,Indie,"Locked Door Puzzle",1
2015,Indie,Locomotivah,3
2015,Indie,"Logic Artists",1
2015,Indie,"Logic tree",1
2015,Indie,"Lohika Games",2
2015,Indie,lolznoob,1
2015,Indie,"Lonely Troops",2
2015,Indie,LonePlanetStudios,1
2015,Indie,"Long Division LLC",1
2015,Indie,"Longbow Games",1
2015,Indie,LookAtMyGame,1
2015,Indie,"Loomus Games",1
2015,Indie,"Lord Bytesworth",1
2015,Indie,"Lord Puggington Games",1
2015,Indie,"Loren Bednar",1
2015,Indie,"Loren Lemcke",1
2015,Indie,"Lost Astronaut Studios",1
2015,Indie,"Lost Spell",1
2015,Indie,"Loudpak Studios",1
2015,Indie,"Love in Space",1
2015,Indie,"LRDGames, Inc.",2
2015,Indie,"Lucas Dieguez",1
2015,Indie,"Lucas Molina",2
2015,Indie,LucasGame,1
2015,Indie,"Lucky Pause",1
2015,Indie,"Lucky You Studio",2
2015,Indie,"Ludomo Gamestudio",1
2015,Indie,Ludomotion,1
2015,Indie,"LuGus Studios",2
2015,Indie,"Luis Diaz",1
2015,Indie,"Luis Ruiz",1
2015,Indie,"Lukas Jaeckel",1
2015,Indie,"Lukas Navratil",1
2015,Indie,"Lumenox ehf",1
2015,Indie,"Luminy Studios",1
2015,Indie,Lunagames,1
2015,Indie,"Lunar Labs",1
2015,Indie,Lunatoid,1
2015,Indie,Lupiesoft,2
2015,Indie,"M. Yuriy",2
2015,Indie,m07games,1
2015,Indie,M2H,2
2015,Indie,"Machine 22",3
2015,Indie,"Machine Bear® Software e Games",1
2015,Indie,Machineman1357,1
2015,Indie,MachineSpirit,1
2015,Indie,"Maciej Targoni",2
2015,Indie,"Mad Goblin Games",1
2015,Indie,"Mad Otter Games",4
2015,Indie,"Mad Ram Software",1
2015,Indie,"Madruga Works",1
2015,Indie,"MAG Studios",1
2015,Indie,"Maggie McLean",1
2015,Indie,"Magic Notion",1
2015,Indie,"Magic Pants",1
2015,Indie,"Magical Hackers",1
2015,Indie,"Major Games",1
2015,Indie,"Makivision Games",2
2015,Indie,mamoniem,1
2015,Indie,"Mana Games",1
2015,Indie,Mandlebar,2
2015,Indie,"Mando Productions",1
2015,Indie,Mandragora,1
2015,Indie,"Mango Protocol",1
2015,Indie,"Manifesto Game Studio",1
2015,Indie,"Manuel Stieger",2
2015,Indie,Manyland,1
2015,Indie,marbenx,1
2015,Indie,"Marc Ellis",1
2015,Indie,"Marcelo Barbosa",1
2015,Indie,"Mario von Rickenbach",1
2015,Indie,"Mark Chong",1
2015,Indie,"Marko Silvasvuori",1
2015,Indie,"Markus Döbele",1
2015,Indie,"Mårten Jonsson",2
2015,Indie,"Maruf ARTUKO?LU",1
2015,Indie,Marxnet,1
2015,Indie,Maschinen-Mensch,2
2015,Indie,"Mason Lindroth",1
2015,Indie,"Master Technologies",1
2015,Indie,"Math Nerd Productions, LLC",1
2015,Indie,"Mathieu Lamarche",2
2015,Indie,"Matt Edzenga",2
2015,Indie,"Matt Gadient",2
2015,Indie,"Matt Grimm",1
2015,Indie,"Matt Kap",1
2015,Indie,"Matt Roszak",1
2015,Indie,"Matt Thorson",1
2015,Indie,"Matthew Brown",2
2015,Indie,"Matthew Ritter",1
2015,Indie,"Matthew Sanders",1
2015,Indie,"Matvey Sakharovskiy",1
2015,Indie,"Max LL",1
2015,Indie,"Max Peskov",1
2015,Indie,"Maxim Moore",1
2015,Indie,"Mayhem Games USA",2
2015,Indie,"MCDERMOTT TECHNOLOGY, L.L.C",1
2015,Indie,"McMagic Productions",2
2015,Indie,MDKSound,1
2015,Indie,"MDNA Games",1
2015,Indie,"Mechabit Ltd",1
2015,Indie,Mediatonic,1
2015,Indie,"MeDungeon Ltd.",1
2015,Indie,"Megastorm Games",1
2015,Indie,"Melissa Avery-Weir",2
2015,Indie,"Membraine Studios",1
2015,Indie,"Mercury Stone",1
2015,Indie,Meridian4,1
2015,Indie,Merixgames,1
2015,Indie,Messhof,1
2015,Indie,MetalBear,1
2015,Indie,"Metalhead Software Inc.",1
2015,Indie,Metaware,1
2015,Indie,"Meteor Shock",2
2015,Indie,Metropolis,1
2015,Indie,"MGP Studios",1
2015,Indie,"Mi-Clos Studio",2
2015,Indie,"Micha? Roszyk",1
2015,Indie,"Michael Brough",1
2015,Indie,"Michael Fabian Dirks",1
2015,Indie,"Michael Flynn",10
2015,Indie,"Michael Frei",1
2015,Indie,"Michael J. Moffitt",1
2015,Indie,"Michael Lückgen",2
2015,Indie,"Michael Porter",1
2015,Indie,"Michael Swan",1
2015,Indie,"Michael Todd Games",1
2015,Indie,MichaelArts,1
2015,Indie,"Microblast Games",1
2015,Indie,Microids,1
2015,Indie,"Midgar Studio",1
2015,Indie,"Midian Design",1
2015,Indie,"Midnight Oil Games, LLC",1
2015,Indie,"Mido Basim",1
2015,Indie,"Might and Delight",5
2015,Indie,"Mighty Fox Studio",1
2015,Indie,"Mighty Rabbit Studios",2
2015,Indie,"Miguel Lleras",1
2015,Indie,"Mikko Arvola",1
2015,Indie,"Milan Kazarka",1
2015,Indie,"Milky Tea Studios",1
2015,Indie,"Millenium Project Enterprises",1
2015,Indie,"MindBlocks Studio, LLC",1
2015,Indie,"Minindustries Game Factory",1
2015,Indie,MiniVisions,1
2015,Indie,"Minor Key Games",3
2015,Indie,"Minority Media Inc.",2
2015,Indie,"Mint Age Studios",2
2015,Indie,"Mint Arcade Ltd.",1
2015,Indie,"Miolhr SM",1
2015,Indie,"Misfits Attic",1
2015,Indie,"MK-ULTRA Games",1
2015,Indie,"MKDC Tech",1
2015,Indie,MKLab,1
2015,Indie,"Mladen Bošnjak and Ron McDowell",1
2015,Indie,mm5,1
2015,Indie,MobileBits,2
2015,Indie,"MobyDick Games",1
2015,Indie,"MOCBJ Software",1
2015,Indie,"Mode 7",5
2015,Indie,"Modern Dream",2
2015,Indie,"Modesto A. Rabena",1
2015,Indie,"Modesto Rabena",1
2015,Indie,"Modulaatio Games",1
2015,Indie,Mokus,1
2015,Indie,Moleworks,1
2015,Indie,"Moment Studio",2
2015,Indie,"Momiji Studios",1
2015,Indie,"Mommy's Best Games",8
2015,Indie,"Monochrome, Inc",1
2015,Indie,"Monogon Games",1
2015,Indie,"Moon Spider Studio",1
2015,Indie,"Moonlight Mouse",1
2015,Indie,"Moonlit Studios",2
2015,Indie,Moppin,1
2015,Indie,"Morgan Andersson",1
2015,Indie,Morgondag,2
2015,Indie,"Morozov Sergey",1
2015,Indie,Morphiks,1
2015,Indie,"Morphodox Studios",1
2015,Indie,Morvan,1
2015,Indie,"Mouldy Toof Studios",5
2015,Indie,"Moving Pixel Games",1
2015,Indie,MovingBlocks,1
2015,Indie,"Mozg Labs",1
2015,Indie,"MPR ART Hallucinations",2
2015,Indie,"MuHa Games",1
2015,Indie,"Music by Darkman007",2
2015,Indie,"Muzzy Lane Software",1
2015,Indie,"MyDream Interactive, Inc",1
2015,Indie,"Mykhail Konokh",1
2015,Indie,"Myra D'Ann",1
2015,Indie,"Myrolit Studios",1
2015,Indie,"Mystic Games",1
2015,Indie,Mystik'Art,2
2015,Indie,"Nacho Games",1
2015,Indie,Naloki,1
2015,Indie,"NAMI TENTOU MUSHI, LLC",1
2015,Indie,"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com",1
2015,Indie,"Narrow Monolith",1
2015,Indie,"Nate Sanders",1
2015,Indie,"Nate Schmold",1
2015,Indie,"Nathan Meunier",1
2015,Indie,"Nathaniel Chambers",1
2015,Indie,"Naturally Intelligent",1
2015,Indie,"Nauris Amatnieks",1
2015,Indie,Neckbolt,1
2015,Indie,"Nefarious Dimensions Inc.",1
2015,Indie,"Neko Entertainment",1
2015,Indie,"NEKO WORKs",1
2015,Indie,"Nekomura Games",1
2015,Indie,Nekrosoft,1
2015,Indie,NeocoreGames,4
2015,Indie,"Neon Deity Games",1
2015,Indie,Neotenia,1
2015,Indie,"Nerdook Productions",1
2015,Indie,Nerial,2
2015,Indie,"Nerve Software LLC",2
2015,Indie,"Never Don't Play",2
2015,Indie,"New Bridge Games",1
2015,Indie,"New Life Interactive, LLC",2
2015,Indie,"New Reality Games",2
2015,Indie,"New State",1
2015,Indie,"Nexeon Studios",1
2015,Indie,"Nicholas Hydock",1
2015,Indie,"Nicholas Mallory",1
2015,Indie,"Nick Howard",1
2015,Indie,"Nico Thomas",1
2015,Indie,"Nicolas Pierre-Loti-Viaud",1
2015,Indie,"Niels Bauer Games",2
2015,Indie,"Niffler Ltd.",3
2015,Indie,"Night Node",1
2015,Indie,"Nightly Studios",1
2015,Indie,NIGORO,1
2015,Indie,"Nikhil T",1
2015,Indie,"Nikola Kostic",2
2015,Indie,"Nimbly Games",1
2015,Indie,"Nina Freeman",2
2015,Indie,"Ninai Games",1
2015,Indie,"Nine Tales Digital",1
2015,Indie,NinjaISV,1
2015,Indie,ninjalex,1
2015,Indie,"Nival VR",2
2015,Indie,"NLB project",1
2015,Indie,"No Bull Intentions",3
2015,Indie,"no CVT",3
2015,Indie,"No Pest Productions",2
2015,Indie,"Noble Master LLC",1
2015,Indie,NodziGames,1
2015,Indie,Noio,2
2015,Indie,"Nomad Games",8
2015,Indie,"Nomad Games Limited",1
2015,Indie,"Nonadecimal Creative",1
2015,Indie,Nonlinear,1
2015,Indie,"Nooner Bear Studio",1
2015,Indie,Noostyche,1
2015,Indie,"Nordic Legacy",1
2015,Indie,"Nordic Mist Games",1
2015,Indie,"Norman Legies",1
2015,Indie,"nornware AB",2
2015,Indie,"Northway Games",1
2015,Indie,"Noumenon Games",1
2015,Indie,"Novaleaf Game Studios",1
2015,Indie,"Noyer Game Studios",1
2015,Indie,"NSE Circuit",4
2015,Indie,"NSKN Games",1
2015,Indie,NuclearFirecracker,1
2015,Indie,nuGAME,1
2015,Indie,Nuligine,2
2015,Indie,"Nuno Guerreiro",1
2015,Indie,Nussoft,1
2015,Indie,Nyamyam,1
2015,Indie,"Oblivionburn Productions",2
2015,Indie,"OBLONE Software",1
2015,Indie,"OCCA Studios",1
2015,Indie,"Odd Comet Games",1
2015,Indie,oddonegames,2
2015,Indie,"Oddworld Inhabitants, Inc.",2
2015,Indie,"Offworld Industries",1
2015,Indie,"OhNoo Studio",3
2015,Indie,Oldblood,1
2015,Indie,OlderBytes,1
2015,Indie,"Omega Point Games",1
2015,Indie,Omniconnection,1
2015,Indie,"OMNIDREAM CREATIONS",4
2015,Indie,"OMNIDREAM CREATIONS SRL",1
2015,Indie,"On The Level Game Studios",1
2015,Indie,"Once More With Gusto",1
2015,Indie,"One Legged Seagull",1
2015,Indie,"Onipunks Studio Inc.",1
2015,Indie,"Only Human Studios",1
2015,Indie,"Onni Interactive",1
2015,Indie,oophok,1
2015,Indie,"Orange Valley",1
2015,Indie,Orangepixel,2
2015,Indie,Orange_Juice,5
2015,Indie,"Orator Games",1
2015,Indie,"Origin8 Technologies Ltd",1
2015,Indie,Orion_,1
2015,Indie,Orlyapps,1
2015,Indie,"Orphic Software",1
2015,Indie,"Oryon Entertainment",1
2015,Indie,"Oscar "Ratvader" Rydelius",1
2015,Indie,"Ostrich Banditos",1
2015,Indie,"Out of the Park Developments",1
2015,Indie,"Outer Grid Games LLC",1
2015,Indie,"Outerminds Inc.",1
2015,Indie,Overcloud9,2
2015,Indie,"Overcloud9, Phantasm Games",1
2015,Indie,Overcurfew,2
2015,Indie,Overflow,1
2015,Indie,"Overhype Studios",1
2015,Indie,"Owl Cave",3
2015,Indie,Owlbear,1
2015,Indie,"Owlchemy Labs",3
2015,Indie,Owlnight,1
2015,Indie,"Ozzie Sneddon",1
2015,Indie,"Panzer Gaming Studios",1
2015,Indie,"Parabox Games",1
2015,Indie,"Partickhill Games Limited",1
2015,Indie,Pastagames,1
2015,Indie,PatchNoteStudio,1
2015,Indie,"Patrick God",1
2015,Indie,"Paul Cooney",1
2015,Indie,"Paul Cuisset",1
2015,Indie,"Pawe? Radej",3
2015,Indie,"Payload Studios",2
2015,Indie,"Peach Pie Productions",1
2015,Indie,Peaks,1
2015,Indie,peakvox,2
2015,Indie,"Peculiar Games",1
2015,Indie,"Pedro Pimentel",1
2015,Indie,"Peer Draeger",1
2015,Indie,"Peltast Software",1
2015,Indie,"Pen and Sword Games",2
2015,Indie,"Pencil Test Studios",2
2015,Indie,"Pepi Games",2
2015,Indie,"pequeño salto mortal",1
2015,Indie,"Perfect Square Studios",1
2015,Indie,PestoForce,2
2015,Indie,"Peter Gutenko",3
2015,Indie,"Peter Hann",1
2015,Indie,"Peter Hrdy",1
2015,Indie,"Peter Kosyh",1
2015,Indie,"Peter Lacalamita",1
2015,Indie,"Peter Moorhead",1
2015,Indie,Pezomi,1
2015,Indie,Pheenix93,1
2015,Indie,Phigames,1
2015,Indie,"Philip Royer",2
2015,Indie,"Philippe Forgeur",1
2015,Indie,"phime studio LLC",1
2015,Indie,"PHL Collective",1
2015,Indie,"Phoenix Game and Publisher Studio",1
2015,Indie,"Phoenix Studio",1
2015,Indie,"Phosphor Games",1
2015,Indie,"Photon Arena",1
2015,Indie,"Phr00t's Software",2
2015,Indie,Phyrnna,1
2015,Indie,Physmo,1
2015,Indie,Pidroh,1
2015,Indie,"Pigasus Games",1
2015,Indie,PigelPix,1
2015,Indie,PiGravity,2
2015,Indie,"Pilgrim Adventures",1
2015,Indie,PillowPigGames,1
2015,Indie,"Pinokl Games",1
2015,Indie,"Pirozhok Studio",2
2015,Indie,"Pixel Barrage Entertainment, Inc.",2
2015,Indie,"Pixel Blitz Studios",1
2015,Indie,"Pixel Bones Studio",1
2015,Indie,"Pixel Elephant",1
2015,Indie,"Pixel Ferrets",4
2015,Indie,"Pixel Pi Games",1
2015,Indie,"Pixel Prophecy",1
2015,Indie,"Pixel Quality Games",1
2015,Indie,"Pixel Theory Games",1
2015,Indie,PixelBeam,1
2015,Indie,"PixelFade Studio",1
2015,Indie,Pixeljam,5
2015,Indie,PixelNAUTS,2
2015,Indie,"Pixelnest Studio",1
2015,Indie,"Pixelsaurus Games",1
2015,Indie,Pixeltales.ru,1
2015,Indie,"Pixelz Games",1
2015,Indie,"PIXOWL INC.",1
2015,Indie,PIXYUL,1
2015,Indie,"Plastic Games",2
2015,Indie,"Platoon Studios",1
2015,Indie,Playboom,2
2015,Indie,Playcorp,1
2015,Indie,"Playful Art, LLC",1
2015,Indie,Playito,1
2015,Indie,Playsaurus,1
2015,Indie,"Playtap Games",1
2015,Indie,PlazSoft,3
2015,Indie,"Pocket Queries",1
2015,Indie,"Pocketwatch Games",1
2015,Indie,"Point2Point Entertainment",1
2015,Indie,"Polar Bunny Ltd",3
2015,Indie,PolarityFlow,1
2015,Indie,"Polygon Art",1
2015,Indie,PolyKid,1
2015,Indie,"Polyquest Games",2
2015,Indie,"Poorwill Games",1
2015,Indie,"Positech Games",1
2015,Indie,"Power Up Audio",1
2015,Indie,"Power Up to Maximum",1
2015,Indie,"Praxia Entertainment Inc",1
2015,Indie,"Precision Games, LLC",2
2015,Indie,"Prelusion Games",1
2015,Indie,"Prexen Studios",1
2015,Indie,Pribuni,1
2015,Indie,Princesseuh,1
2015,Indie,"Pringo Dingo Games",1
2015,Indie,"Prismic Studios LLC",1
2015,Indie,"Professor Why",2
2015,Indie,ProjectorGames,3
2015,Indie,"Prologue Games",5
2015,Indie,"Proper Games",1
2015,Indie,"Proteus Pixel",1
2015,Indie,"Protomni Multimedia",1
2015,Indie,"Proton Studio Inc",2
2015,Indie,"Psyche Studios",1
2015,Indie,"Psychic Software",2
2015,Indie,"Psychotic Psoftware",1
2015,Indie,"Psydra Games LLC",1
2015,Indie,Psyonix,6
2015,Indie,"Pub Games",2
2015,Indie,"Pugsley LLC",1
2015,Indie,"Pulsetense Games",1
2015,Indie,"Pump Action Games",1
2015,Indie,"Punk Games Studio",1
2015,Indie,"Puny Human",2
2015,Indie,"Purple Nebula",2
2015,Indie,Pusselbit,1
2015,Indie,Puuba,3
2015,Indie,"Puzzle Lab",2
2015,Indie,"Pwnee Studios",1
2015,Indie,Pyrodactyl,1
2015,Indie,"Q-Games, Ltd.",1
2015,Indie,"quad games",1
2015,Indie,"QuadraTron Games",1
2015,Indie,"Quality Simulations",7
2015,Indie,"Quandary Solutions LTD",1
2015,Indie,"Quarantine Interactive",1
2015,Indie,"Queen Birdface Productions",1
2015,Indie,"Quest Online",2
2015,Indie,Question,3
2015,Indie,Questtracers,1
2015,Indie,"Quickfire Games",1
2015,Indie,QUICKTEQUILA,1
2015,Indie,Quirkafleeg,1
2015,Indie,"RAC7 Games",1
2015,Indie,"Rad Codex",1
2015,Indie,"Radial Games Corp",1
2015,Indie,Radiangames,1
2015,Indie,"Radiant Entertainment",1
2015,Indie,RadiationBurn,2
2015,Indie,radiostatic,1
2015,Indie,RadLabGaming,1
2015,Indie,"Rafael Lima",1
2015,Indie,"Rage Monster Games",1
2015,Indie,RageSquid,2
2015,Indie,"Ragiva Games e.K.",1
2015,Indie,"Rail Slave Games",3
2015,Indie,"Rain Pohlak",3
2015,Indie,"Rainy Night Creations",1
2015,Indie,"Rake in Grass",1
2015,Indie,"Rakesh Malik",2
2015,Indie,"Random Encounter",1
2015,Indie,"Random Seed Games",2
2015,Indie,"Randomnine Ltd",2
2015,Indie,"Raven Travel Studios",2
2015,Indie,"Ravens Eye Studio",1
2015,Indie,"Raving Bots",1
2015,Indie,"Raxi Petrov",1
2015,Indie,Razvan,1
2015,Indie,rdt.32,2
2015,Indie,Re-Logic,1
2015,Indie,"Reactor Zero",2
2015,Indie,"Reakktor Studios",1
2015,Indie,"Real Dynamics",2
2015,Indie,"Reality Pump Studios",1
2015,Indie,"Really Slick",1
2015,Indie,"Recotechnology S.L.",1
2015,Indie,Rectangle,1
2015,Indie,"Red Beat",1
2015,Indie,"Red Dwarf Games",2
2015,Indie,"Red Fly Studio",1
2015,Indie,"Red Head Games",1
2015,Indie,"Red Herring Labs",2
2015,Indie,"Red Katana",2
2015,Indie,"Red River Studio LLC",2
2015,Indie,RedBedlam,1
2015,Indie,"REEW GAMES",3
2015,Indie,"Reflections, a Ubisoft Studio",2
2015,Indie,reiti.net,1
2015,Indie,"Reload Games Studio",1
2015,Indie,reMaginarium,1
2015,Indie,REMIMORY,1
2015,Indie,Reminisce,2
2015,Indie,"Render System Entertainment",2
2015,Indie,"Rene Marcel Dirks",1
2015,Indie,"Renegade Sector Games",1
2015,Indie,"rest.less Games",2
2015,Indie,Retrific,2
2015,Indie,"Retro Army Limited",1
2015,Indie,"Retro Yeti Games",1
2015,Indie,Retrocade.net,2
2015,Indie,"Retronic Games",1
2015,Indie,"Rhema Group",1
2015,Indie,"Rhema Press",1
2015,Indie,"Rhizome Games™",1
2015,Indie,"Richard Markos",1
2015,Indie,RiftyGames,2
2015,Indie,"RIP Studios LLC",1
2015,Indie,"Rising Sun Interactive",3
2015,Indie,RisingHigh,1
2015,Indie,"Rival Games Ltd",1
2015,Indie,"Roaming Ground Studio",1
2015,Indie,"Rob Howland",3
2015,Indie,"Robby Duguay",2
2015,Indie,"Robert Bonner",2
2015,Indie,"Robin Finck",1
2015,Indie,"Robot Gentleman",1
2015,Indie,"Robot Loves Kitty",1
2015,Indie,"Rock Paper Games",1
2015,Indie,"Rocket Bear Games",1
2015,Indie,"Rocketeer Games Studio, LLC",1
2015,Indie,Rockodile,1
2015,Indie,"Rocktastic Games",1
2015,Indie,Rodaja,1
2015,Indie,"Roger Levy",2
2015,Indie,"Rogue Rocket Games",1
2015,Indie,"Rogue Snail",1
2015,Indie,"Roland Studios",1
2015,Indie,Roll7,3
2015,Indie,RollingFacade,1
2015,Indie,"Ron McDowell and Kyle Polulak",1
2015,Indie,"Ronimo Games",14
2015,Indie,Room710Games,2
2015,Indie,"Roope Mäkinen",3
2015,Indie,"Roope Tamminen",1
2015,Indie,"Rooster Teeth Games",1
2015,Indie,"Roppy Chop Studios",1
2015,Indie,"Rosebud Games",1
2015,Indie,"RosePortal Games",5
2015,Indie,roseVeRte,9
2015,Indie,"Ross Edgar",2
2015,Indie,Rotateam,1
2015,Indie,"Rotten Mage",1
2015,Indie,"Roy van Ophuizen",2
2015,Indie,"Royal Polygon",1
2015,Indie,"RSK Entertainment",1
2015,Indie,"Rubicon Development",1
2015,Indie,Rubycone,3
2015,Indie,Rumpus,1
2015,Indie,RuneStorm,3
2015,Indie,"Running Pillow",1
2015,Indie,"Running With Scissors",1
2015,Indie,RunServer,2
2015,Indie,Russpuppy,2
2015,Indie,"Ryan Jake Lambourn",1
2015,Indie,"Ryan Joseph",1
2015,Indie,"Saibot Studios",1
2015,Indie,"Sakura River Interactive",1
2015,Indie,"Sam Barlow",1
2015,Indie,"Sam L Jones",3
2015,Indie,"Samaritan Studios",1
2015,Indie,"sanodg (Nobuyoshi Sano)",1
2015,Indie,"Santa Clara Games",1
2015,Indie,"Sapphire Dragon Productions",6
2015,Indie,"Sarah Northway",1
2015,Indie,"Sasha Darko",2
2015,Indie,"Scarecrow Arts",1
2015,Indie,"Scary Bee LLC",1
2015,Indie,"Schell Games",2
2015,Indie,"Schnack Music Manufacture",1
2015,Indie,"Scorpius Games",1
2015,Indie,"Scott Cawthon",2
2015,Indie,"Screeching Wizard",1
2015,Indie,"SCS Software",9
2015,Indie,"Seabass and Gazelle Studios",2
2015,Indie,SeattleEgg,1
2015,Indie,Seattletek,1
2015,Indie,"Seaven Studio",1
2015,Indie,"Sebastian Krzyszkowiak",4
2015,Indie,"Second Variety Games",1
2015,Indie,"Secret Tunnel Entertainment",1
2015,Indie,"Section Games",1
2015,Indie,"Section Studios",3
2015,Indie,SecuritySession.com,1
2015,Indie,SEEP,1
2015,Indie,"Self Made Miracle",2
2015,Indie,"Sentinential Games",1
2015,Indie,"Serellan LLC",1
2015,Indie,"Serenity Forge",4
2015,Indie,"Sergey Bobrov",1
2015,Indie,"Sergey Dvoynikov",2
2015,Indie,"Serious Games Interactive",5
2015,Indie,"SERIOUS*IMPACT WORKS",2
2015,Indie,"Seven Sails Ltda",1
2015,Indie,"Seycara Music and Arts",1
2015,Indie,"SFB Games",2
2015,Indie,"SFS Studios",1
2015,Indie,"Shadebob Games",1
2015,Indie,"Shadow Masters",6
2015,Indie,"Shane Berezowski",1
2015,Indie,"Shark Jump Studios",1
2015,Indie,"Shark Punch",2
2015,Indie,"Shark Tree Studios",1
2015,Indie,"Shawn Hitchcock",1
2015,Indie,"Shining Gate Software",1
2015,Indie,"Shiro Games",3
2015,Indie,"Shiver Games",1
2015,Indie,"Sho Ohhira",1
2015,Indie,"Shorebound Studios",2
2015,Indie,"SIEIDI Ltd",1
2015,Indie,"Signal Studios",1
2015,Indie,"Sigtrap Games",2
2015,Indie,"Sileni Studios",1
2015,Indie,SilentFuture,1
2015,Indie,"Silicon Jelly",1
2015,Indie,"Sillysoft Games",3
2015,Indie,"Silver Cow Studio",1
2015,Indie,"Silver Goblet Games",1
2015,Indie,"Silverlode Interactive",1
2015,Indie,"Silverware Games, Inc.",1
2015,Indie,SimaGames,1
2015,Indie,"Simon Prefontaine",1
2015,Indie,"Simple Designs Gaming",1
2015,Indie,SimplexGameStudio,3
2015,Indie,"SimProse Studios",2
2015,Indie,"Sinclair Strange",1
2015,Indie,"Singe Studio",1
2015,Indie,Sinister,1
2015,Indie,"Sinister Design",1
2015,Indie,"Sinnott Soundworks",1
2015,Indie,"Sirlin Games",4
2015,Indie,"Size Five Games",1
2015,Indie,"Sketchy Logic",2
2015,Indie,"Skinny Jean Death Studios",3
2015,Indie,"Skobbejak Games",3
2015,Indie,"SkyBox Labs",1
2015,Indie,"Skyboy Games",1
2015,Indie,"Skyshine Games",1
2015,Indie,"Sleepy Studios",2
2015,Indie,Sluggerfly,1
2015,Indie,"Small Town Studios",1
2015,Indie,"Smart Ghost",1
2015,Indie,"SmartArt Game Studio",1
2015,Indie,"Smarter Games",1
2015,Indie,SmashGames,1
2015,Indie,"SmashMouth Games Ltd",11
2015,Indie,"SMD Gaming Studio",1
2015,Indie,"SMG Studio",1
2015,Indie,Smile,1
2015,Indie,"Smit Parmar",1
2015,Indie,"SmiteWorks USA, LLC",80
2015,Indie,"Smoking WOLF",1
2015,Indie,Smoodlez,1
2015,Indie,Smyowl,1
2015,Indie,"Snail-Ninja Studio",1
2015,Indie,"Snails Animation",1
2015,Indie,"Snapshot Games Inc.",2
2015,Indie,"Sneaky Mammoth",1
2015,Indie,"Snipefish Entertainment",2
2015,Indie,"Snowbird Games",1
2015,Indie,SnowBiteGames,1
2015,Indie,"Soccer Manager Ltd",1
2015,Indie,"Social Loner Studios",1
2015,Indie,"SOCKO! Entertainment",1
2015,Indie,"SOF Studios Ltd",1
2015,Indie,"Solanimus Inc.",1
2015,Indie,"Soldak Entertainment",1
2015,Indie,"Solecismic Software",1
2015,Indie,"Solest Games",2
2015,Indie,"Solo Instinct",1
2015,Indie,"Soloweb Studios",1
2015,Indie,"Sometimes You",5
2015,Indie,Somi,1
2015,Indie,"Sonic Sloth",1
2015,Indie,"Soul Forge",1
2015,Indie,"South East Games",1
2015,Indie,"Space Boat Studios",1
2015,Indie,"Space Cat Studios",2
2015,Indie,"Space Wedgie",1
2015,Indie,"Spark Plug Games",1
2015,Indie,"Specialbit Studio",3
2015,Indie,Speelbaars,2
2015,Indie,"Spicy Tails",1
2015,Indie,"Spiderling Studios",1
2015,Indie,"Spiderweb Software",1
2015,Indie,"Spiderwork Games",2
